question,answer
"How do you load inputs file in Cairo-fuzzer?","Use '--inputfile <INPUTFILE>' to load inputs file."
"What is the command to load a crashes file in Cairo-fuzzer?","Use '--crashfile <CRASHFILE>' to load a crashes file."
"Is there a feature to manage multiple arguments in Cairo-fuzzer?","Yes, Cairo-fuzzer can manage multiple arguments."
"Can you integrate Cairo-fuzzer in other projects?","Yes, it can be integrated as a library in other projects."
"What type of architecture does Cairo-fuzzer utilize?","It utilizes a workspace architecture."
"Is it possible to load a previous fuzzing corpus in Cairo-fuzzer?","Yes, the 'Load previous corpus' feature allows this."
"How does Cairo-fuzzer execute contracts?","It can execute both Cairo and Starknet contracts."
"What is the main use of Cairo-fuzzer?","It's used by smart contract developers to assess security."
"Can Cairo-fuzzer function as an independent tool?","Yes, it operates both independently and as a library."
"What is the command for running Cairo-fuzzer?","Run 'cargo run --release -- --cores 3 --contract tests/fuzzinglabs.json --function 'Fuzz_symbolic_execution''."
"How do you set the number of threads in Cairo-fuzzer?","Use '--cores <CORES>' to set the number of threads."
"What is the default path for the JSON artifact in Cairo-fuzzer?","The default path is not set; it must be specified by the user."
"How is the function to fuzz specified in Cairo-fuzzer?","Use '--function <FUNCTION>' to specify the function."
"What is the command for setting the workspace in Cairo-fuzzer?","Use '--workspace <WORKSPACE>' to set the workspace."
"How do you specify the path to the input folder in Cairo-fuzzer?","Use '--inputfolder <INPUTFOLDER>' for specifying the path."
"What is the function of '--logs' in Cairo-fuzzer?","It enables fuzzer logs to be saved in a file."
"Can you set a custom seed for a single core run in Cairo-fuzzer?","Yes, with '--seed <SEED>'."
"How do you define the duration of a fuzzing session in Cairo-fuzzer?","Use '--run-time <RUN_TIME>' to set the duration."
"What does '--config <CONFIG>' do in Cairo-fuzzer?","It loads a configuration file."
"What is the purpose of the '--replay' command in Cairo-fuzzer?","It's used to replay the corpus folder."
"How do you minimize corpora in Cairo-fuzzer?","Use the '--minimizer' option."
"What is the way to access Cairo-fuzzer's help information?","Use '-h' or '--help' for help information."
"Can Cairo-fuzzer load crashes folders?","Yes, with '--crashfolder <CRASHFOLDER>'."
"How do you load an inputs file in Cairo-fuzzer?","Use '--inputfile <INPUTFILE>' for this purpose."
"What is the command for loading a crashes file in Cairo-fuzzer?","Use '--crashfile <CRASHFILE>' to load it."
"Is managing multiple arguments a feature of Cairo-fuzzer?","Yes, it can manage multiple arguments."
"How is Cairo-fuzzer integrated into other projects?","It can be integrated as a library."
"What architecture is used by Cairo-fuzzer?","It uses workspace architecture."
"Can Cairo-fuzzer reload a used fuzzing corpus?","Yes, through the 'Load previous corpus' feature."
"What contracts are executable by Cairo-fuzzer?","Cairo and Starknet contracts are executable."
"What is Cairo-fuzzer primarily designed for?","It's designed for smart contract developers to assess security."
"Does Cairo-fuzzer work only as an independent tool?","No, it can also function as a library."
"What's the basic command to operate Cairo-fuzzer?","The basic command is 'cargo run --release -- --cores 3 --contract tests/fuzzinglabs.json --function 'Fuzz_symbolic_execution''."
"How do you customize the number of threads in Cairo-fuzzer?","Customize using '--cores <CORES>'."
"What's the default setting for the JSON artifact path in Cairo-fuzzer?","It requires user specification; no default is set."
"How do you specify which function to fuzz in Cairo-fuzzer?","Specify using '--function <FUNCTION>'."
